Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd30760_reduced,10,-7.68,6.55
ligand_Maybridge_HitDiscoverCmpd30761_reduced,10,-9.93,7.19
ligand_Maybridge_HitDiscoverCmpd30762_reduced,10,-8.70,6.51
ligand_Maybridge_HitDiscoverCmpd30763_reduced,10,-7.02,7.41
ligand_Maybridge_HitDiscoverCmpd30764_reduced,10,-9.73,7.49
ligand_Maybridge_HitDiscoverCmpd30765_reduced,10,-10.64,7.29
ligand_Maybridge_HitDiscoverCmpd30766_reduced,10,-9.04,6.14
ligand_Maybridge_HitDiscoverCmpd30767_reduced,10,-7.19,6.35
ligand_Maybridge_HitDiscoverCmpd30768_reduced,10,-7.84,6.38
ligand_Maybridge_HitDiscoverCmpd30769_reduced,10,-9.49,7.15
ligand_Maybridge_HitDiscoverCmpd3076_reduced,10,-9.81,7.41
ligand_Maybridge_HitDiscoverCmpd30770_reduced,10,-7.45,6.62
ligand_Maybridge_HitDiscoverCmpd30771_reduced,10,-10.59,7.34
ligand_Maybridge_HitDiscoverCmpd30772_reduced,10,-7.46,6.64
ligand_Maybridge_HitDiscoverCmpd30773_reduced,10,-9.68,6.93
ligand_Maybridge_HitDiscoverCmpd30774_reduced,10,-9.71,7.46
ligand_Maybridge_HitDiscoverCmpd30775_reduced,10,-9.26,7.25
ligand_Maybridge_HitDiscoverCmpd30776_reduced,10,-7.36,6.52
ligand_Maybridge_HitDiscoverCmpd30778_reduced,10,-7.34,6.49
ligand_Maybridge_HitDiscoverCmpd30779_reduced,10,-7.76,6.68
ligand_Maybridge_HitDiscoverCmpd3077_reduced,10,-9.63,7.67
ligand_Maybridge_HitDiscoverCmpd30780_reduced,10,-8.35,6.36
ligand_Maybridge_HitDiscoverCmpd30781_reduced,10,-9.28,7.46
ligand_Maybridge_HitDiscoverCmpd30783_reduced,10,-7.86,7.31
ligand_Maybridge_HitDiscoverCmpd30784_reduced,10,-9.92,7.10
ligand_Maybridge_HitDiscoverCmpd30785_reduced,10,-9.29,6.94
ligand_Maybridge_HitDiscoverCmpd30786_reduced,10,-7.43,5.75
ligand_Maybridge_HitDiscoverCmpd30787_reduced,10,-10.20,7.12
ligand_Maybridge_HitDiscoverCmpd30788_reduced,10,-8.77,6.29
ligand_Maybridge_HitDiscoverCmpd30789_reduced,10,-7.24,6.76
ligand_Maybridge_HitDiscoverCmpd3078_reduced,10,-8.49,6.16
ligand_Maybridge_HitDiscoverCmpd30790_reduced,10,-7.58,6.59
ligand_Maybridge_HitDiscoverCmpd30791_reduced,10,-11.96,7.72
ligand_Maybridge_HitDiscoverCmpd30792_reduced,10,-6.75,6.51
ligand_Maybridge_HitDiscoverCmpd30793_reduced,10,-7.31,6.62
ligand_Maybridge_HitDiscoverCmpd30794_reduced,10,-9.37,7.05
ligand_Maybridge_HitDiscoverCmpd30795_reduced,10,-9.58,7.77
ligand_Maybridge_HitDiscoverCmpd30796_reduced,10,-7.69,6.93
ligand_Maybridge_HitDiscoverCmpd30797_reduced,10,-7.44,6.65
ligand_Maybridge_HitDiscoverCmpd30798_reduced,10,-7.60,6.31
ligand_Maybridge_HitDiscoverCmpd30799_reduced,10,-9.52,7.34
ligand_Maybridge_HitDiscoverCmpd3079_reduced,10,-10.16,6.91
ligand_Maybridge_HitDiscoverCmpd307_reduced,10,-8.88,7.13
ligand_Maybridge_HitDiscoverCmpd30800_reduced,10,-8.20,6.45
ligand_Maybridge_HitDiscoverCmpd30802_reduced,10,-7.66,6.79
ligand_Maybridge_HitDiscoverCmpd30803_reduced,10,-9.70,6.95
ligand_Maybridge_HitDiscoverCmpd30804_reduced,10,-9.52,7.81
ligand_Maybridge_HitDiscoverCmpd30805_reduced,10,-12.67,7.92
ligand_Maybridge_HitDiscoverCmpd30806_reduced,10,-7.48,7.61
ligand_Maybridge_HitDiscoverCmpd30807_reduced,10,-11.29,7.65
ligand_Maybridge_HitDiscoverCmpd30808_reduced,10,-10.79,8.10
ligand_Maybridge_HitDiscoverCmpd30809_reduced,10,-9.52,7.27
ligand_Maybridge_HitDiscoverCmpd3080_reduced,10,-9.97,7.89
ligand_Maybridge_HitDiscoverCmpd30810_reduced,10,-8.78,8.14
ligand_Maybridge_HitDiscoverCmpd30811_reduced,10,-11.78,7.63
ligand_Maybridge_HitDiscoverCmpd30812_reduced,10,-8.01,7.43
ligand_Maybridge_HitDiscoverCmpd30813_reduced,10,-9.44,7.48
ligand_Maybridge_HitDiscoverCmpd30814_reduced,10,-10.28,7.10
ligand_Maybridge_HitDiscoverCmpd30815_reduced,10,-5.36,7.78
ligand_Maybridge_HitDiscoverCmpd30816_reduced,10,-12.28,8.10
ligand_Maybridge_HitDiscoverCmpd30817_reduced,10,-11.94,7.55
ligand_Maybridge_HitDiscoverCmpd30818_reduced,10,-10.49,7.38
ligand_Maybridge_HitDiscoverCmpd30819_reduced,10,-10.91,7.82
ligand_Maybridge_HitDiscoverCmpd3081_reduced,10,-12.03,7.63
ligand_Maybridge_HitDiscoverCmpd30820_reduced,10,-7.08,7.88
ligand_Maybridge_HitDiscoverCmpd30821_reduced,10,-11.01,8.15
ligand_Maybridge_HitDiscoverCmpd30822_reduced,10,-8.02,6.35
ligand_Maybridge_HitDiscoverCmpd30823_reduced,10,-9.63,7.40
ligand_Maybridge_HitDiscoverCmpd30824_reduced,10,-9.81,7.38
ligand_Maybridge_HitDiscoverCmpd30825_reduced,10,-8.67,7.08
ligand_Maybridge_HitDiscoverCmpd30826_reduced,10,-11.16,7.60
ligand_Maybridge_HitDiscoverCmpd30827_reduced,10,-12.97,8.25
ligand_Maybridge_HitDiscoverCmpd30828_reduced,10,-11.37,7.46
ligand_Maybridge_HitDiscoverCmpd30829_reduced,10,-11.15,7.34
ligand_Maybridge_HitDiscoverCmpd3082_reduced,10,-7.88,6.43
ligand_Maybridge_HitDiscoverCmpd30830_reduced,10,-7.01,7.88
ligand_Maybridge_HitDiscoverCmpd30831_reduced,10,-11.56,7.82
ligand_Maybridge_HitDiscoverCmpd30832_reduced,10,-8.64,7.77
ligand_Maybridge_HitDiscoverCmpd30833_reduced,10,-9.98,7.50
ligand_Maybridge_HitDiscoverCmpd30834_reduced,10,-10.88,8.18
ligand_Maybridge_HitDiscoverCmpd30835_reduced,10,-8.07,7.44
ligand_Maybridge_HitDiscoverCmpd30836_reduced,10,-9.21,7.42
ligand_Maybridge_HitDiscoverCmpd30837_reduced,10,-10.16,7.37
ligand_Maybridge_HitDiscoverCmpd30838_reduced,10,-10.27,7.39
ligand_Maybridge_HitDiscoverCmpd30839_reduced,10,-11.03,7.58
ligand_Maybridge_HitDiscoverCmpd3083_reduced,10,-6.95,5.38
ligand_Maybridge_HitDiscoverCmpd30840_reduced,10,-10.91,7.21
ligand_Maybridge_HitDiscoverCmpd30841_reduced,10,-9.49,7.62
ligand_Maybridge_HitDiscoverCmpd30842_reduced,10,-8.22,7.27
ligand_Maybridge_HitDiscoverCmpd30843_reduced,10,-7.14,6.11
ligand_Maybridge_HitDiscoverCmpd30844_reduced,10,-11.88,7.64
ligand_Maybridge_HitDiscoverCmpd30845_reduced,10,-8.86,6.72
ligand_Maybridge_HitDiscoverCmpd30846_reduced,10,-10.36,7.36
ligand_Maybridge_HitDiscoverCmpd30847_reduced,10,-11.94,8.14
ligand_Maybridge_HitDiscoverCmpd30848_reduced,10,-10.93,7.27
ligand_Maybridge_HitDiscoverCmpd30849_reduced,10,-9.61,8.22
ligand_Maybridge_HitDiscoverCmpd3084_reduced,10,-9.36,7.08
ligand_Maybridge_HitDiscoverCmpd30850_reduced,10,-12.22,6.86
ligand_Maybridge_HitDiscoverCmpd30851_reduced,10,-11.92,7.50
ligand_Maybridge_HitDiscoverCmpd30852_reduced,10,-8.63,7.87
ligand_Maybridge_HitDiscoverCmpd30853_reduced,10,-8.96,7.35
ligand_Maybridge_HitDiscoverCmpd30854_reduced,10,-11.76,7.43
ligand_Maybridge_HitDiscoverCmpd30855_reduced,10,-9.46,7.06
ligand_Maybridge_HitDiscoverCmpd30856_reduced,10,-7.77,6.25
ligand_Maybridge_HitDiscoverCmpd30857_reduced,10,-10.85,7.23
ligand_Maybridge_HitDiscoverCmpd30858_reduced,10,-12.31,7.92
ligand_Maybridge_HitDiscoverCmpd30859_reduced,10,-7.61,5.64
ligand_Maybridge_HitDiscoverCmpd3085_reduced,10,-8.64,6.54
ligand_Maybridge_HitDiscoverCmpd30860_reduced,10,-12.14,7.50
ligand_Maybridge_HitDiscoverCmpd30861_reduced,10,-13.09,8.21
ligand_Maybridge_HitDiscoverCmpd30862_reduced,10,-9.00,8.15
ligand_Maybridge_HitDiscoverCmpd30863_reduced,10,-7.07,6.42
ligand_Maybridge_HitDiscoverCmpd30864_reduced,10,-11.09,7.65
ligand_Maybridge_HitDiscoverCmpd30865_reduced,10,-9.68,7.56
ligand_Maybridge_HitDiscoverCmpd30866_reduced,10,-10.93,6.52
ligand_Maybridge_HitDiscoverCmpd30867_reduced,10,-12.33,8.19
ligand_Maybridge_HitDiscoverCmpd30868_reduced,10,-9.93,6.92
ligand_Maybridge_HitDiscoverCmpd30869_reduced,10,-8.77,8.05
ligand_Maybridge_HitDiscoverCmpd3086_reduced,10,-7.44,6.43
ligand_Maybridge_HitDiscoverCmpd30870_reduced,10,-11.92,7.36
ligand_Maybridge_HitDiscoverCmpd30871_reduced,10,-10.10,8.12
ligand_Maybridge_HitDiscoverCmpd30872_reduced,10,-10.52,8.10
ligand_Maybridge_HitDiscoverCmpd30873_reduced,10,-10.45,8.08
ligand_Maybridge_HitDiscoverCmpd30874_reduced,10,-9.32,7.49
ligand_Maybridge_HitDiscoverCmpd30875_reduced,10,-8.16,7.90
ligand_Maybridge_HitDiscoverCmpd30876_reduced,10,-10.68,6.68
ligand_Maybridge_HitDiscoverCmpd30877_reduced,10,-11.88,8.08
ligand_Maybridge_HitDiscoverCmpd30878_reduced,10,-11.09,7.58
ligand_Maybridge_HitDiscoverCmpd30879_reduced,10,-9.34,7.95
ligand_Maybridge_HitDiscoverCmpd3087_reduced,10,-5.60,8.01
ligand_Maybridge_HitDiscoverCmpd30880_reduced,10,-12.90,7.78
ligand_Maybridge_HitDiscoverCmpd30881_reduced,10,-9.16,8.21
ligand_Maybridge_HitDiscoverCmpd30882_reduced,10,-9.79,7.30
ligand_Maybridge_HitDiscoverCmpd30883_reduced,10,-11.69,8.11
ligand_Maybridge_HitDiscoverCmpd30884_reduced,10,-9.00,6.66
ligand_Maybridge_HitDiscoverCmpd30885_reduced,10,-8.58,7.15
ligand_Maybridge_HitDiscoverCmpd30886_reduced,10,-10.00,7.25
ligand_Maybridge_HitDiscoverCmpd30887_reduced,10,-10.75,7.96
ligand_Maybridge_HitDiscoverCmpd30888_reduced,10,-8.43,6.28
ligand_Maybridge_HitDiscoverCmpd30889_reduced,10,-12.31,7.83
ligand_Maybridge_HitDiscoverCmpd3088_reduced,10,-11.50,7.00
ligand_Maybridge_HitDiscoverCmpd30891_reduced,10,-9.03,7.42
ligand_Maybridge_HitDiscoverCmpd30892_reduced,10,-13.32,7.83
ligand_Maybridge_HitDiscoverCmpd30893_reduced,10,-10.40,7.38
ligand_Maybridge_HitDiscoverCmpd30894_reduced,10,-9.14,6.71
ligand_Maybridge_HitDiscoverCmpd30895_reduced,10,-8.98,7.06
ligand_Maybridge_HitDiscoverCmpd30896_reduced,10,-11.30,7.60
ligand_Maybridge_HitDiscoverCmpd30897_reduced,10,-11.94,7.98
ligand_Maybridge_HitDiscoverCmpd30898_reduced,10,-9.21,6.37
ligand_Maybridge_HitDiscoverCmpd30899_reduced,10,-8.81,6.37
ligand_Maybridge_HitDiscoverCmpd3089_reduced,10,-6.32,4.89
ligand_Maybridge_HitDiscoverCmpd308_reduced,10,-10.85,8.09
ligand_Maybridge_HitDiscoverCmpd30902_reduced,10,-10.24,7.65
ligand_Maybridge_HitDiscoverCmpd30903_reduced,10,-9.48,7.73
ligand_Maybridge_HitDiscoverCmpd30904_reduced,10,-8.24,7.37
ligand_Maybridge_HitDiscoverCmpd30905_reduced,10,-8.31,6.72
ligand_Maybridge_HitDiscoverCmpd30906_reduced,10,-9.86,6.17
ligand_Maybridge_HitDiscoverCmpd30907_reduced,10,-10.77,7.38
ligand_Maybridge_HitDiscoverCmpd30908_reduced,10,-7.98,6.47
ligand_Maybridge_HitDiscoverCmpd30909_reduced,10,-9.05,7.60
ligand_Maybridge_HitDiscoverCmpd3090_reduced,10,-7.10,5.58
ligand_Maybridge_HitDiscoverCmpd30911_reduced,10,-9.28,6.96
ligand_Maybridge_HitDiscoverCmpd30912_reduced,10,-8.50,7.14
ligand_Maybridge_HitDiscoverCmpd30913_reduced,10,-9.94,7.38
ligand_Maybridge_HitDiscoverCmpd30914_reduced,10,-10.91,7.59
ligand_Maybridge_HitDiscoverCmpd30915_reduced,10,-11.25,6.97
ligand_Maybridge_HitDiscoverCmpd30916_reduced,10,-9.78,6.38
ligand_Maybridge_HitDiscoverCmpd30917_reduced,10,-11.34,7.94
ligand_Maybridge_HitDiscoverCmpd30918_reduced,10,-7.01,6.79
ligand_Maybridge_HitDiscoverCmpd30919_reduced,10,-11.30,8.00
ligand_Maybridge_HitDiscoverCmpd3091_reduced,10,-7.58,5.81
ligand_Maybridge_HitDiscoverCmpd30920_reduced,10,-7.71,6.52
ligand_Maybridge_HitDiscoverCmpd30921_reduced,10,-10.70,8.08
ligand_Maybridge_HitDiscoverCmpd30922_reduced,10,-10.55,7.69
ligand_Maybridge_HitDiscoverCmpd30923_reduced,10,-10.61,7.75
ligand_Maybridge_HitDiscoverCmpd30924_reduced,10,-11.21,7.54
ligand_Maybridge_HitDiscoverCmpd30925_reduced,10,-9.64,5.91
ligand_Maybridge_HitDiscoverCmpd30926_reduced,10,-9.43,6.34
ligand_Maybridge_HitDiscoverCmpd30927_reduced,10,-11.85,8.08
ligand_Maybridge_HitDiscoverCmpd30928_reduced,10,-8.44,6.20
ligand_Maybridge_HitDiscoverCmpd30929_reduced,10,-10.36,7.44
ligand_Maybridge_HitDiscoverCmpd3092_reduced,10,-7.65,5.25
ligand_Maybridge_HitDiscoverCmpd30930_reduced,10,-10.97,8.29
ligand_Maybridge_HitDiscoverCmpd30931_reduced,10,-10.76,8.15
ligand_Maybridge_HitDiscoverCmpd30932_reduced,10,-10.83,7.21
ligand_Maybridge_HitDiscoverCmpd30933_reduced,10,-10.98,7.35
ligand_Maybridge_HitDiscoverCmpd30934_reduced,10,-9.13,6.69
ligand_Maybridge_HitDiscoverCmpd30936_reduced,10,-10.89,7.64
ligand_Maybridge_HitDiscoverCmpd30937_reduced,10,-11.39,7.71
ligand_Maybridge_HitDiscoverCmpd30938_reduced,10,-8.95,6.69
ligand_Maybridge_HitDiscoverCmpd30939_reduced,10,-7.03,5.08
ligand_Maybridge_HitDiscoverCmpd3093_reduced,10,-10.45,7.02
ligand_Maybridge_HitDiscoverCmpd30940_reduced,10,-10.83,8.28
ligand_Maybridge_HitDiscoverCmpd30941_reduced,10,-8.76,8.13
ligand_Maybridge_HitDiscoverCmpd30942_reduced,10,-10.44,7.42
ligand_Maybridge_HitDiscoverCmpd30943_reduced,10,-9.97,7.72
ligand_Maybridge_HitDiscoverCmpd30944_reduced,10,-9.15,6.68
ligand_Maybridge_HitDiscoverCmpd30945_reduced,10,-10.22,6.10
ligand_Maybridge_HitDiscoverCmpd30946_reduced,10,-9.59,7.12
ligand_Maybridge_HitDiscoverCmpd30947_reduced,10,-9.03,7.71
ligand_Maybridge_HitDiscoverCmpd30948_reduced,10,-10.48,7.38
ligand_Maybridge_HitDiscoverCmpd30949_reduced,10,-9.99,6.52
ligand_Maybridge_HitDiscoverCmpd3094_reduced,10,-12.69,7.81
ligand_Maybridge_HitDiscoverCmpd30951_reduced,10,-10.47,7.98
ligand_Maybridge_HitDiscoverCmpd30952_reduced,10,-8.43,7.02
ligand_Maybridge_HitDiscoverCmpd30953_reduced,10,-10.47,7.50
ligand_Maybridge_HitDiscoverCmpd30954_reduced,10,-8.57,6.53
ligand_Maybridge_HitDiscoverCmpd30955_reduced,10,-9.15,6.65
ligand_Maybridge_HitDiscoverCmpd30956_reduced,10,-10.14,7.64
ligand_Maybridge_HitDiscoverCmpd30957_reduced,10,-10.66,7.84
ligand_Maybridge_HitDiscoverCmpd30958_reduced,10,-11.18,7.26
ligand_Maybridge_HitDiscoverCmpd30959_reduced,10,-9.84,6.40
ligand_Maybridge_HitDiscoverCmpd3095_reduced,10,-12.09,8.28
ligand_Maybridge_HitDiscoverCmpd30960_reduced,10,-9.09,7.31
ligand_Maybridge_HitDiscoverCmpd30961_reduced,10,-9.40,7.85
ligand_Maybridge_HitDiscoverCmpd30962_reduced,10,-6.85,5.00
ligand_Maybridge_HitDiscoverCmpd30963_reduced,10,-8.46,6.14
ligand_Maybridge_HitDiscoverCmpd30964_reduced,10,-6.59,5.26
ligand_Maybridge_HitDiscoverCmpd30965_reduced,10,-9.80,6.17
ligand_Maybridge_HitDiscoverCmpd30966_reduced,10,-7.85,5.54
ligand_Maybridge_HitDiscoverCmpd30967_reduced,10,-8.54,7.02
ligand_Maybridge_HitDiscoverCmpd30968_reduced,10,-10.75,6.65
ligand_Maybridge_HitDiscoverCmpd30969_reduced,10,-10.72,7.48
ligand_Maybridge_HitDiscoverCmpd3096_reduced,10,-11.66,7.61
ligand_Maybridge_HitDiscoverCmpd30970_reduced,10,-7.48,5.61
ligand_Maybridge_HitDiscoverCmpd30971_reduced,10,-7.93,5.57
ligand_Maybridge_HitDiscoverCmpd30972_reduced,10,-7.50,5.56
ligand_Maybridge_HitDiscoverCmpd30973_reduced,10,-7.41,5.72
ligand_Maybridge_HitDiscoverCmpd30974_reduced,10,-8.27,5.83
ligand_Maybridge_HitDiscoverCmpd30975_reduced,10,-7.98,5.54
ligand_Maybridge_HitDiscoverCmpd30976_reduced,10,-8.23,6.66
ligand_Maybridge_HitDiscoverCmpd30977_reduced,10,-10.39,7.02
ligand_Maybridge_HitDiscoverCmpd30978_reduced,10,-11.07,7.14
ligand_Maybridge_HitDiscoverCmpd30979_reduced,10,-7.22,4.81
ligand_Maybridge_HitDiscoverCmpd3097_reduced,10,-10.63,6.80
ligand_Maybridge_HitDiscoverCmpd30980_reduced,10,-9.91,7.19
ligand_Maybridge_HitDiscoverCmpd30981_reduced,10,-7.71,5.91
ligand_Maybridge_HitDiscoverCmpd30982_reduced,10,-3.90,3.78
ligand_Maybridge_HitDiscoverCmpd30983_reduced,10,-8.14,6.26
ligand_Maybridge_HitDiscoverCmpd30984_reduced,10,-6.79,4.85
ligand_Maybridge_HitDiscoverCmpd30985_reduced,10,-7.39,5.91
ligand_Maybridge_HitDiscoverCmpd30986_reduced,10,-6.83,4.63
ligand_Maybridge_HitDiscoverCmpd30987_reduced,10,-7.05,4.90
ligand_Maybridge_HitDiscoverCmpd30988_reduced,10,-10.28,7.74
ligand_Maybridge_HitDiscoverCmpd30989_reduced,10,-7.52,5.30
ligand_Maybridge_HitDiscoverCmpd3098_reduced,10,-9.45,6.22
ligand_Maybridge_HitDiscoverCmpd30990_reduced,10,-9.95,7.31
ligand_Maybridge_HitDiscoverCmpd30991_reduced,10,-10.12,7.26
ligand_Maybridge_HitDiscoverCmpd30992_reduced,10,-8.55,5.78
ligand_Maybridge_HitDiscoverCmpd30993_reduced,10,-7.96,5.66
ligand_Maybridge_HitDiscoverCmpd30994_reduced,10,-7.21,4.84
ligand_Maybridge_HitDiscoverCmpd30995_reduced,10,-7.56,5.73
ligand_Maybridge_HitDiscoverCmpd30997_reduced,10,-7.84,5.40
ligand_Maybridge_HitDiscoverCmpd30998_reduced,10,-11.73,7.36
ligand_Maybridge_HitDiscoverCmpd30999_reduced,10,-11.87,7.46
ligand_Maybridge_HitDiscoverCmpd3099_reduced,10,-5.89,4.39
ligand_Maybridge_HitDiscoverCmpd309_reduced,10,-13.09,7.86
ligand_Maybridge_HitDiscoverCmpd30_reduced,10,-5.46,5.04
ligand_Maybridge_HitDiscoverCmpd31000_reduced,10,-7.62,5.73
ligand_Maybridge_HitDiscoverCmpd31001_reduced,10,-8.21,6.02
ligand_Maybridge_HitDiscoverCmpd31002_reduced,10,-8.40,5.68
ligand_Maybridge_HitDiscoverCmpd31003_reduced,10,-9.02,6.08
ligand_Maybridge_HitDiscoverCmpd31004_reduced,10,-7.62,5.80
ligand_Maybridge_HitDiscoverCmpd31005_reduced,10,-10.33,6.72
ligand_Maybridge_HitDiscoverCmpd31006_reduced,10,-8.88,7.16
ligand_Maybridge_HitDiscoverCmpd31007_reduced,10,-8.27,5.98
ligand_Maybridge_HitDiscoverCmpd31008_reduced,10,-11.58,7.49
ligand_Maybridge_HitDiscoverCmpd31009_reduced,10,-7.05,4.95
ligand_Maybridge_HitDiscoverCmpd3100_reduced,10,-6.40,5.54
ligand_Maybridge_HitDiscoverCmpd31010_reduced,10,-8.13,5.69
ligand_Maybridge_HitDiscoverCmpd31011_reduced,10,-7.75,5.73
ligand_Maybridge_HitDiscoverCmpd31012_reduced,10,-9.61,6.12
ligand_Maybridge_HitDiscoverCmpd31013_reduced,10,-8.88,5.83
ligand_Maybridge_HitDiscoverCmpd31014_reduced,10,-7.55,6.13
ligand_Maybridge_HitDiscoverCmpd31015_reduced,10,-7.23,5.76
ligand_Maybridge_HitDiscoverCmpd31017_reduced,10,-10.53,6.74
ligand_Maybridge_HitDiscoverCmpd31018_reduced,10,-10.60,7.45
ligand_Maybridge_HitDiscoverCmpd31019_reduced,10,-7.47,5.68
ligand_Maybridge_HitDiscoverCmpd3101_reduced,10,-7.32,5.65
ligand_Maybridge_HitDiscoverCmpd31020_reduced,10,-7.88,5.73
ligand_Maybridge_HitDiscoverCmpd31021_reduced,10,-7.82,5.78
ligand_Maybridge_HitDiscoverCmpd31022_reduced,10,-8.42,5.94
ligand_Maybridge_HitDiscoverCmpd31023_reduced,10,-6.08,5.34
ligand_Maybridge_HitDiscoverCmpd31024_reduced,10,-7.52,6.00
ligand_Maybridge_HitDiscoverCmpd31025_reduced,10,-6.25,4.70
ligand_Maybridge_HitDiscoverCmpd31026_reduced,10,-7.79,6.09
ligand_Maybridge_HitDiscoverCmpd31027_reduced,10,-8.04,5.85
ligand_Maybridge_HitDiscoverCmpd31028_reduced,10,-10.57,7.19
ligand_Maybridge_HitDiscoverCmpd31029_reduced,10,-7.44,5.69
ligand_Maybridge_HitDiscoverCmpd3102_reduced,10,-9.68,6.54
ligand_Maybridge_HitDiscoverCmpd31030_reduced,10,-10.29,7.10
ligand_Maybridge_HitDiscoverCmpd31031_reduced,10,-10.53,7.38
ligand_Maybridge_HitDiscoverCmpd31032_reduced,10,-7.69,5.63
ligand_Maybridge_HitDiscoverCmpd31033_reduced,10,-5.43,4.75
ligand_Maybridge_HitDiscoverCmpd31034_reduced,10,-9.41,6.02
ligand_Maybridge_HitDiscoverCmpd31035_reduced,10,-7.93,5.54
ligand_Maybridge_HitDiscoverCmpd31036_reduced,10,-7.81,6.09
ligand_Maybridge_HitDiscoverCmpd31037_reduced,10,-10.50,6.70
ligand_Maybridge_HitDiscoverCmpd31038_reduced,10,-10.31,7.25
ligand_Maybridge_HitDiscoverCmpd31039_reduced,10,-10.10,6.78
ligand_Maybridge_HitDiscoverCmpd3103_reduced,10,-8.31,6.51
ligand_Maybridge_HitDiscoverCmpd31040_reduced,10,-9.06,6.27
ligand_Maybridge_HitDiscoverCmpd31041_reduced,10,-10.89,7.17
ligand_Maybridge_HitDiscoverCmpd31042_reduced,10,-10.12,7.25
ligand_Maybridge_HitDiscoverCmpd31043_reduced,10,-9.78,5.78
ligand_Maybridge_HitDiscoverCmpd31044_reduced,10,-9.02,7.23
ligand_Maybridge_HitDiscoverCmpd31045_reduced,10,-10.25,7.36
ligand_Maybridge_HitDiscoverCmpd31046_reduced,10,-10.01,7.49
ligand_Maybridge_HitDiscoverCmpd31047_reduced,10,-9.06,6.98
ligand_Maybridge_HitDiscoverCmpd31048_reduced,10,-9.44,7.91
ligand_Maybridge_HitDiscoverCmpd31049_reduced,10,-9.22,7.88
ligand_Maybridge_HitDiscoverCmpd3104_reduced,10,-11.84,7.79
ligand_Maybridge_HitDiscoverCmpd31050_reduced,10,-9.86,6.47
ligand_Maybridge_HitDiscoverCmpd31051_reduced,10,-7.62,5.96
ligand_Maybridge_HitDiscoverCmpd31052_reduced,10,-7.90,5.54
ligand_Maybridge_HitDiscoverCmpd31053_reduced,10,-7.06,5.26
ligand_Maybridge_HitDiscoverCmpd31054_reduced,10,-8.63,6.98
ligand_Maybridge_HitDiscoverCmpd31055_reduced,10,-10.55,7.40
ligand_Maybridge_HitDiscoverCmpd31056_reduced,10,-10.68,7.62
ligand_Maybridge_HitDiscoverCmpd31057_reduced,10,-10.13,7.16
ligand_Maybridge_HitDiscoverCmpd31058_reduced,10,-9.25,7.98
ligand_Maybridge_HitDiscoverCmpd31059_reduced,10,-7.37,5.29
ligand_Maybridge_HitDiscoverCmpd3105_reduced,10,-12.10,7.72
ligand_Maybridge_HitDiscoverCmpd31060_reduced,10,-9.24,6.36
ligand_Maybridge_HitDiscoverCmpd31061_reduced,10,-11.06,6.88
ligand_Maybridge_HitDiscoverCmpd31063_reduced,10,-11.39,7.83
ligand_Maybridge_HitDiscoverCmpd31064_reduced,10,-7.72,6.03
ligand_Maybridge_HitDiscoverCmpd31065_reduced,10,-9.93,7.39
ligand_Maybridge_HitDiscoverCmpd31066_reduced,10,-9.95,7.43
ligand_Maybridge_HitDiscoverCmpd31067_reduced,10,-10.47,7.92
ligand_Maybridge_HitDiscoverCmpd31068_reduced,10,-9.70,7.90
ligand_Maybridge_HitDiscoverCmpd31069_reduced,10,-7.30,4.97
ligand_Maybridge_HitDiscoverCmpd3106_reduced,10,-9.81,7.03
ligand_Maybridge_HitDiscoverCmpd31070_reduced,10,-10.61,6.88
ligand_Maybridge_HitDiscoverCmpd31071_reduced,10,-8.00,5.06
ligand_Maybridge_HitDiscoverCmpd31072_reduced,10,-7.64,6.11
ligand_Maybridge_HitDiscoverCmpd31073_reduced,10,-8.12,6.62
ligand_Maybridge_HitDiscoverCmpd31074_reduced,10,-7.38,5.44
ligand_Maybridge_HitDiscoverCmpd31075_reduced,10,-9.72,7.61
ligand_Maybridge_HitDiscoverCmpd31076_reduced,10,-10.61,7.71
ligand_Maybridge_HitDiscoverCmpd31077_reduced,10,-10.72,7.80
ligand_Maybridge_HitDiscoverCmpd31078_reduced,10,-9.02,7.77
ligand_Maybridge_HitDiscoverCmpd31079_reduced,10,-8.83,7.43
ligand_Maybridge_HitDiscoverCmpd3107_reduced,10,-9.40,6.88
ligand_Maybridge_HitDiscoverCmpd31080_reduced,10,-10.95,7.64
ligand_Maybridge_HitDiscoverCmpd31081_reduced,10,-6.38,5.05
ligand_Maybridge_HitDiscoverCmpd31082_reduced,10,-10.50,6.40
ligand_Maybridge_HitDiscoverCmpd31083_reduced,10,-8.74,6.69
ligand_Maybridge_HitDiscoverCmpd31084_reduced,10,-8.65,6.86
ligand_Maybridge_HitDiscoverCmpd31085_reduced,10,-10.29,7.62
ligand_Maybridge_HitDiscoverCmpd31086_reduced,10,-9.81,8.06
ligand_Maybridge_HitDiscoverCmpd31087_reduced,10,-10.65,7.63
ligand_Maybridge_HitDiscoverCmpd31088_reduced,10,-8.45,7.66
ligand_Maybridge_HitDiscoverCmpd31089_reduced,10,-8.90,7.63
ligand_Maybridge_HitDiscoverCmpd3108_reduced,10,-10.85,6.43
ligand_Maybridge_HitDiscoverCmpd31090_reduced,10,-8.71,5.89
ligand_Maybridge_HitDiscoverCmpd31091_reduced,10,-9.73,6.69
ligand_Maybridge_HitDiscoverCmpd31092_reduced,10,-8.72,6.94
