Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd9137_reduced,10,-7.96,6.76
ligand_Maybridge_HitDiscoverCmpd9138_reduced,10,-9.67,6.49
ligand_Maybridge_HitDiscoverCmpd9139_reduced,10,-9.04,6.71
ligand_Maybridge_HitDiscoverCmpd913_reduced,10,-10.10,7.66
ligand_Maybridge_HitDiscoverCmpd9141_reduced,10,-9.35,6.45
ligand_Maybridge_HitDiscoverCmpd9143_reduced,10,-7.77,5.48
ligand_Maybridge_HitDiscoverCmpd9144_reduced,10,-8.36,7.82
ligand_Maybridge_HitDiscoverCmpd9145_reduced,10,-13.26,8.30
ligand_Maybridge_HitDiscoverCmpd9146_reduced,10,-8.07,8.39
ligand_Maybridge_HitDiscoverCmpd9147_reduced,10,-11.72,7.69
ligand_Maybridge_HitDiscoverCmpd9148_reduced,10,-11.64,8.17
ligand_Maybridge_HitDiscoverCmpd9149_reduced,10,-7.21,6.23
ligand_Maybridge_HitDiscoverCmpd914_reduced,10,-9.46,7.68
ligand_Maybridge_HitDiscoverCmpd9150_reduced,10,-9.14,8.10
ligand_Maybridge_HitDiscoverCmpd9151_reduced,10,-8.31,6.43
ligand_Maybridge_HitDiscoverCmpd9154_reduced,10,-9.70,7.23
ligand_Maybridge_HitDiscoverCmpd9155_reduced,10,-8.51,6.83
ligand_Maybridge_HitDiscoverCmpd9156_reduced,10,-10.89,8.16
ligand_Maybridge_HitDiscoverCmpd9157_reduced,10,-9.68,7.63
ligand_Maybridge_HitDiscoverCmpd9158_reduced,10,-11.06,6.95
ligand_Maybridge_HitDiscoverCmpd9159_reduced,10,-8.48,6.38
ligand_Maybridge_HitDiscoverCmpd915_reduced,10,-7.12,6.76
ligand_Maybridge_HitDiscoverCmpd9160_reduced,10,-7.65,5.97
ligand_Maybridge_HitDiscoverCmpd9161_reduced,10,-9.68,6.50
ligand_Maybridge_HitDiscoverCmpd9162_reduced,10,-7.62,5.78
ligand_Maybridge_HitDiscoverCmpd9163_reduced,10,-7.97,7.19
ligand_Maybridge_HitDiscoverCmpd9165_reduced,10,-8.28,7.38
ligand_Maybridge_HitDiscoverCmpd9166_reduced,10,-7.65,6.14
ligand_Maybridge_HitDiscoverCmpd9167_reduced,10,-8.78,7.53
ligand_Maybridge_HitDiscoverCmpd9168_reduced,10,-10.40,7.04
ligand_Maybridge_HitDiscoverCmpd9169_reduced,10,-8.96,6.34
ligand_Maybridge_HitDiscoverCmpd916_reduced,10,-9.11,7.34
ligand_Maybridge_HitDiscoverCmpd9170_reduced,10,-7.96,5.92
ligand_Maybridge_HitDiscoverCmpd9171_reduced,10,-9.85,7.83
ligand_Maybridge_HitDiscoverCmpd9172_reduced,10,-7.58,6.82
ligand_Maybridge_HitDiscoverCmpd9173_reduced,10,-7.74,6.51
ligand_Maybridge_HitDiscoverCmpd9174_reduced,10,-12.94,8.81
ligand_Maybridge_HitDiscoverCmpd9175_reduced,10,-11.17,7.83
ligand_Maybridge_HitDiscoverCmpd9176_reduced,10,-7.98,6.43
ligand_Maybridge_HitDiscoverCmpd9177_reduced,10,-8.90,7.44
ligand_Maybridge_HitDiscoverCmpd9178_reduced,10,-9.01,6.65
ligand_Maybridge_HitDiscoverCmpd9179_reduced,10,-9.41,6.84
ligand_Maybridge_HitDiscoverCmpd917_reduced,10,-9.66,7.31
ligand_Maybridge_HitDiscoverCmpd9180_reduced,10,-10.02,8.21
ligand_Maybridge_HitDiscoverCmpd9181_reduced,10,-8.09,6.43
ligand_Maybridge_HitDiscoverCmpd9182_reduced,10,-7.77,5.87
ligand_Maybridge_HitDiscoverCmpd9183_reduced,10,-7.02,5.41
ligand_Maybridge_HitDiscoverCmpd9184_reduced,10,-10.29,6.61
ligand_Maybridge_HitDiscoverCmpd9185_reduced,10,-8.92,6.38
ligand_Maybridge_HitDiscoverCmpd9186_reduced,10,-10.61,8.20
ligand_Maybridge_HitDiscoverCmpd9187_reduced,10,-8.79,6.51
ligand_Maybridge_HitDiscoverCmpd9188_reduced,10,-8.83,6.59
ligand_Maybridge_HitDiscoverCmpd9189_reduced,10,-11.01,7.70
ligand_Maybridge_HitDiscoverCmpd918_reduced,10,-8.79,6.11
ligand_Maybridge_HitDiscoverCmpd9190_reduced,10,-10.67,8.32
ligand_Maybridge_HitDiscoverCmpd9191_reduced,10,-10.97,7.55
ligand_Maybridge_HitDiscoverCmpd9192_reduced,10,-6.76,5.31
ligand_Maybridge_HitDiscoverCmpd9193_reduced,10,-9.97,7.96
ligand_Maybridge_HitDiscoverCmpd9194_reduced,10,-8.95,6.48
ligand_Maybridge_HitDiscoverCmpd9195_reduced,10,-8.92,7.22
ligand_Maybridge_HitDiscoverCmpd9196_reduced,10,-10.45,8.03
ligand_Maybridge_HitDiscoverCmpd9197_reduced,10,-9.31,7.45
ligand_Maybridge_HitDiscoverCmpd9198_reduced,10,-8.69,5.99
ligand_Maybridge_HitDiscoverCmpd9199_reduced,10,-10.57,7.22
ligand_Maybridge_HitDiscoverCmpd919_reduced,10,-7.66,6.43
ligand_Maybridge_HitDiscoverCmpd91_reduced,10,-10.33,8.53
ligand_Maybridge_HitDiscoverCmpd9200_reduced,10,-7.86,5.89
ligand_Maybridge_HitDiscoverCmpd9201_reduced,10,-10.81,8.72
ligand_Maybridge_HitDiscoverCmpd9202_reduced,10,-6.45,5.20
ligand_Maybridge_HitDiscoverCmpd9203_reduced,10,-7.43,5.52
ligand_Maybridge_HitDiscoverCmpd9204_reduced,10,-10.83,7.87
ligand_Maybridge_HitDiscoverCmpd9205_reduced,10,-7.67,5.85
ligand_Maybridge_HitDiscoverCmpd9206_reduced,10,-11.04,7.45
ligand_Maybridge_HitDiscoverCmpd9207_reduced,10,-9.19,7.37
ligand_Maybridge_HitDiscoverCmpd9208_reduced,10,-11.39,7.55
ligand_Maybridge_HitDiscoverCmpd9209_reduced,10,-10.83,8.44
ligand_Maybridge_HitDiscoverCmpd920_reduced,10,-8.31,5.88
ligand_Maybridge_HitDiscoverCmpd9210_reduced,10,-8.56,5.88
ligand_Maybridge_HitDiscoverCmpd9211_reduced,10,-9.13,8.19
ligand_Maybridge_HitDiscoverCmpd9212_reduced,10,-7.09,5.46
ligand_Maybridge_HitDiscoverCmpd9213_reduced,10,-11.16,8.02
ligand_Maybridge_HitDiscoverCmpd9214_reduced,10,-9.26,6.53
ligand_Maybridge_HitDiscoverCmpd9215_reduced,10,-9.38,7.08
ligand_Maybridge_HitDiscoverCmpd9216_reduced,10,-10.65,7.60
ligand_Maybridge_HitDiscoverCmpd9217_reduced,10,-8.83,6.75
ligand_Maybridge_HitDiscoverCmpd9218_reduced,10,-10.99,7.78
ligand_Maybridge_HitDiscoverCmpd9219_reduced,10,-7.62,6.25
ligand_Maybridge_HitDiscoverCmpd921_reduced,10,-9.52,7.65
ligand_Maybridge_HitDiscoverCmpd9220_reduced,10,-10.40,8.30
ligand_Maybridge_HitDiscoverCmpd9221_reduced,10,-9.87,7.69
ligand_Maybridge_HitDiscoverCmpd9222_reduced,10,-7.33,5.62
ligand_Maybridge_HitDiscoverCmpd9223_reduced,10,-8.59,6.14
ligand_Maybridge_HitDiscoverCmpd9224_reduced,10,-10.31,6.86
ligand_Maybridge_HitDiscoverCmpd9225_reduced,10,-9.04,6.42
ligand_Maybridge_HitDiscoverCmpd9226_reduced,10,-10.19,6.74
ligand_Maybridge_HitDiscoverCmpd9227_reduced,10,-9.56,8.58
ligand_Maybridge_HitDiscoverCmpd9228_reduced,10,-11.30,8.18
ligand_Maybridge_HitDiscoverCmpd9229_reduced,10,-10.13,7.55
ligand_Maybridge_HitDiscoverCmpd922_reduced,10,-8.35,6.99
ligand_Maybridge_HitDiscoverCmpd9230_reduced,10,-7.53,7.23
ligand_Maybridge_HitDiscoverCmpd9231_reduced,10,-8.95,7.68
ligand_Maybridge_HitDiscoverCmpd9232_reduced,10,-10.01,7.91
ligand_Maybridge_HitDiscoverCmpd9233_reduced,10,-9.65,6.87
ligand_Maybridge_HitDiscoverCmpd9234_reduced,10,-10.05,7.16
ligand_Maybridge_HitDiscoverCmpd9235_reduced,10,-9.62,6.63
ligand_Maybridge_HitDiscoverCmpd9236_reduced,10,-9.77,7.29
ligand_Maybridge_HitDiscoverCmpd9237_reduced,10,-8.50,6.10
ligand_Maybridge_HitDiscoverCmpd9238_reduced,10,-8.44,5.46
ligand_Maybridge_HitDiscoverCmpd9239_reduced,10,-8.91,6.74
ligand_Maybridge_HitDiscoverCmpd923_reduced,10,-9.16,6.95
ligand_Maybridge_HitDiscoverCmpd9240_reduced,10,-9.65,6.87
ligand_Maybridge_HitDiscoverCmpd9241_reduced,10,-10.12,8.25
ligand_Maybridge_HitDiscoverCmpd9242_reduced,10,-8.77,6.83
ligand_Maybridge_HitDiscoverCmpd9243_reduced,10,-10.89,7.68
ligand_Maybridge_HitDiscoverCmpd9244_reduced,10,-12.11,8.03
ligand_Maybridge_HitDiscoverCmpd9245_reduced,10,-10.62,8.48
ligand_Maybridge_HitDiscoverCmpd9246_reduced,10,-9.89,8.22
ligand_Maybridge_HitDiscoverCmpd9247_reduced,10,-10.41,7.55
ligand_Maybridge_HitDiscoverCmpd9248_reduced,10,-8.91,5.97
ligand_Maybridge_HitDiscoverCmpd9249_reduced,10,-11.18,8.22
ligand_Maybridge_HitDiscoverCmpd924_reduced,10,-7.75,6.62
ligand_Maybridge_HitDiscoverCmpd9250_reduced,10,-7.86,5.62
ligand_Maybridge_HitDiscoverCmpd9251_reduced,10,-8.01,6.47
ligand_Maybridge_HitDiscoverCmpd9252_reduced,10,-7.75,6.04
ligand_Maybridge_HitDiscoverCmpd9253_reduced,10,-10.85,7.64
ligand_Maybridge_HitDiscoverCmpd9254_reduced,10,-9.99,8.17
ligand_Maybridge_HitDiscoverCmpd9255_reduced,10,-10.44,8.24
ligand_Maybridge_HitDiscoverCmpd9256_reduced,10,-9.24,7.55
ligand_Maybridge_HitDiscoverCmpd9257_reduced,10,-11.15,7.86
ligand_Maybridge_HitDiscoverCmpd9258_reduced,10,-9.63,7.37
ligand_Maybridge_HitDiscoverCmpd9259_reduced,10,-9.39,7.23
ligand_Maybridge_HitDiscoverCmpd925_reduced,10,-9.57,6.87
ligand_Maybridge_HitDiscoverCmpd9260_reduced,10,-9.23,6.41
ligand_Maybridge_HitDiscoverCmpd9261_reduced,10,-10.95,7.30
ligand_Maybridge_HitDiscoverCmpd9262_reduced,10,-9.30,6.40
ligand_Maybridge_HitDiscoverCmpd9263_reduced,10,-9.55,6.44
ligand_Maybridge_HitDiscoverCmpd9264_reduced,10,-10.03,7.46
ligand_Maybridge_HitDiscoverCmpd9265_reduced,10,-7.31,5.23
ligand_Maybridge_HitDiscoverCmpd9266_reduced,10,-11.75,8.08
ligand_Maybridge_HitDiscoverCmpd9267_reduced,10,-4.32,7.89
ligand_Maybridge_HitDiscoverCmpd9268_reduced,10,-10.81,7.77
ligand_Maybridge_HitDiscoverCmpd9269_reduced,10,-10.31,7.27
ligand_Maybridge_HitDiscoverCmpd926_reduced,10,-6.63,5.37
ligand_Maybridge_HitDiscoverCmpd9270_reduced,10,-8.91,7.19
ligand_Maybridge_HitDiscoverCmpd9271_reduced,10,-8.66,6.27
ligand_Maybridge_HitDiscoverCmpd9272_reduced,10,-8.96,6.34
ligand_Maybridge_HitDiscoverCmpd9273_reduced,10,-9.22,6.31
ligand_Maybridge_HitDiscoverCmpd9274_reduced,10,-8.74,6.88
ligand_Maybridge_HitDiscoverCmpd9275_reduced,10,-9.47,6.72
ligand_Maybridge_HitDiscoverCmpd9276_reduced,10,-12.62,8.38
ligand_Maybridge_HitDiscoverCmpd9277_reduced,10,-5.99,6.61
ligand_Maybridge_HitDiscoverCmpd9278_reduced,10,-9.13,7.88
ligand_Maybridge_HitDiscoverCmpd9279_reduced,10,-10.30,6.91
ligand_Maybridge_HitDiscoverCmpd927_reduced,10,-8.68,6.13
ligand_Maybridge_HitDiscoverCmpd9280_reduced,10,-9.99,7.69
ligand_Maybridge_HitDiscoverCmpd9281_reduced,10,-7.65,6.52
ligand_Maybridge_HitDiscoverCmpd9282_reduced,10,-7.18,6.10
ligand_Maybridge_HitDiscoverCmpd9283_reduced,10,-11.87,8.15
ligand_Maybridge_HitDiscoverCmpd9284_reduced,10,-7.87,5.22
ligand_Maybridge_HitDiscoverCmpd9285_reduced,10,-9.69,7.17
ligand_Maybridge_HitDiscoverCmpd9286_reduced,10,-11.97,8.35
ligand_Maybridge_HitDiscoverCmpd9287_reduced,10,-9.47,5.98
ligand_Maybridge_HitDiscoverCmpd9288_reduced,10,-11.13,8.17
ligand_Maybridge_HitDiscoverCmpd9289_reduced,10,-9.02,6.49
ligand_Maybridge_HitDiscoverCmpd928_reduced,10,-7.18,6.31
ligand_Maybridge_HitDiscoverCmpd9290_reduced,10,-9.91,7.46
ligand_Maybridge_HitDiscoverCmpd9291_reduced,10,-6.77,7.96
ligand_Maybridge_HitDiscoverCmpd9292_reduced,10,-7.21,6.15
ligand_Maybridge_HitDiscoverCmpd9293_reduced,10,-11.26,7.61
ligand_Maybridge_HitDiscoverCmpd9294_reduced,10,-7.35,6.22
ligand_Maybridge_HitDiscoverCmpd9295_reduced,10,-6.48,6.22
ligand_Maybridge_HitDiscoverCmpd9296_reduced,10,-7.28,5.80
ligand_Maybridge_HitDiscoverCmpd9297_reduced,10,-7.45,6.78
ligand_Maybridge_HitDiscoverCmpd9298_reduced,10,-9.19,6.82
ligand_Maybridge_HitDiscoverCmpd9299_reduced,10,-6.49,6.62
ligand_Maybridge_HitDiscoverCmpd929_reduced,10,-9.80,7.36
ligand_Maybridge_HitDiscoverCmpd92_reduced,10,-6.03,5.75
ligand_Maybridge_HitDiscoverCmpd9300_reduced,10,-9.22,6.24
ligand_Maybridge_HitDiscoverCmpd9301_reduced,10,-7.40,5.38
ligand_Maybridge_HitDiscoverCmpd9302_reduced,10,-9.64,6.90
ligand_Maybridge_HitDiscoverCmpd9303_reduced,10,-10.79,7.53
ligand_Maybridge_HitDiscoverCmpd9304_reduced,10,-9.24,6.90
ligand_Maybridge_HitDiscoverCmpd9305_reduced,10,-9.59,6.64
ligand_Maybridge_HitDiscoverCmpd9306_reduced,10,-6.20,6.35
ligand_Maybridge_HitDiscoverCmpd9307_reduced,10,-6.60,6.51
ligand_Maybridge_HitDiscoverCmpd9308_reduced,10,-7.11,6.53
ligand_Maybridge_HitDiscoverCmpd9309_reduced,10,-9.13,7.03
ligand_Maybridge_HitDiscoverCmpd930_reduced,10,-9.29,7.38
ligand_Maybridge_HitDiscoverCmpd9310_reduced,10,-9.36,6.63
ligand_Maybridge_HitDiscoverCmpd9311_reduced,10,-9.49,6.84
ligand_Maybridge_HitDiscoverCmpd9312_reduced,10,-11.71,7.06
ligand_Maybridge_HitDiscoverCmpd9313_reduced,10,-12.16,8.34
ligand_Maybridge_HitDiscoverCmpd9314_reduced,10,-8.68,6.78
ligand_Maybridge_HitDiscoverCmpd9315_reduced,10,-9.19,8.16
ligand_Maybridge_HitDiscoverCmpd9316_reduced,10,-5.67,5.54
ligand_Maybridge_HitDiscoverCmpd9317_reduced,10,-6.84,6.53
ligand_Maybridge_HitDiscoverCmpd9318_reduced,10,-12.26,8.51
ligand_Maybridge_HitDiscoverCmpd9319_reduced,10,-7.76,7.04
ligand_Maybridge_HitDiscoverCmpd931_reduced,10,-8.09,7.16
ligand_Maybridge_HitDiscoverCmpd9320_reduced,10,-10.24,7.30
ligand_Maybridge_HitDiscoverCmpd9321_reduced,10,-7.66,5.92
ligand_Maybridge_HitDiscoverCmpd9322_reduced,10,-10.23,6.58
ligand_Maybridge_HitDiscoverCmpd9323_reduced,10,-11.56,8.01
ligand_Maybridge_HitDiscoverCmpd9324_reduced,10,-9.35,6.37
ligand_Maybridge_HitDiscoverCmpd9325_reduced,10,-8.19,6.60
ligand_Maybridge_HitDiscoverCmpd9326_reduced,10,-8.44,6.80
ligand_Maybridge_HitDiscoverCmpd9327_reduced,10,-9.70,6.69
ligand_Maybridge_HitDiscoverCmpd9328_reduced,10,-7.83,7.24
ligand_Maybridge_HitDiscoverCmpd9329_reduced,10,-9.51,7.69
ligand_Maybridge_HitDiscoverCmpd932_reduced,10,-9.32,6.75
ligand_Maybridge_HitDiscoverCmpd9330_reduced,10,-9.26,6.39
ligand_Maybridge_HitDiscoverCmpd9331_reduced,10,-9.03,6.24
ligand_Maybridge_HitDiscoverCmpd9332_reduced,10,-10.31,6.82
ligand_Maybridge_HitDiscoverCmpd9333_reduced,10,-10.26,7.66
ligand_Maybridge_HitDiscoverCmpd9334_reduced,10,-8.54,7.55
ligand_Maybridge_HitDiscoverCmpd9335_reduced,10,-12.31,8.22
ligand_Maybridge_HitDiscoverCmpd9336_reduced,10,-5.07,5.03
ligand_Maybridge_HitDiscoverCmpd9337_reduced,10,-10.35,7.71
ligand_Maybridge_HitDiscoverCmpd9338_reduced,10,-7.70,5.61
ligand_Maybridge_HitDiscoverCmpd9339_reduced,10,-7.41,5.79
ligand_Maybridge_HitDiscoverCmpd933_reduced,10,-7.95,6.14
ligand_Maybridge_HitDiscoverCmpd9340_reduced,10,-9.60,6.93
ligand_Maybridge_HitDiscoverCmpd9341_reduced,10,-8.26,6.90
ligand_Maybridge_HitDiscoverCmpd9342_reduced,10,-7.93,6.94
ligand_Maybridge_HitDiscoverCmpd9343_reduced,10,-8.36,7.05
ligand_Maybridge_HitDiscoverCmpd9344_reduced,10,-8.74,6.24
ligand_Maybridge_HitDiscoverCmpd9345_reduced,10,-11.18,7.74
ligand_Maybridge_HitDiscoverCmpd9346_reduced,10,-8.11,5.95
ligand_Maybridge_HitDiscoverCmpd9347_reduced,10,-9.12,7.08
ligand_Maybridge_HitDiscoverCmpd9348_reduced,10,-10.38,7.08
ligand_Maybridge_HitDiscoverCmpd9349_reduced,10,-10.30,6.75
ligand_Maybridge_HitDiscoverCmpd934_reduced,10,-10.25,8.12
ligand_Maybridge_HitDiscoverCmpd9350_reduced,10,-9.80,6.50
ligand_Maybridge_HitDiscoverCmpd9351_reduced,10,-10.35,7.79
ligand_Maybridge_HitDiscoverCmpd9352_reduced,10,-8.57,7.33
ligand_Maybridge_HitDiscoverCmpd9353_reduced,10,-8.87,7.01
ligand_Maybridge_HitDiscoverCmpd9354_reduced,10,-8.52,7.28
ligand_Maybridge_HitDiscoverCmpd9355_reduced,10,-11.07,8.04
ligand_Maybridge_HitDiscoverCmpd9356_reduced,10,-12.09,7.87
ligand_Maybridge_HitDiscoverCmpd9357_reduced,10,-10.27,7.65
ligand_Maybridge_HitDiscoverCmpd9358_reduced,10,-9.42,6.79
ligand_Maybridge_HitDiscoverCmpd9359_reduced,10,-10.83,6.42
ligand_Maybridge_HitDiscoverCmpd935_reduced,10,-9.66,6.68
ligand_Maybridge_HitDiscoverCmpd9360_reduced,10,-7.76,5.53
ligand_Maybridge_HitDiscoverCmpd9361_reduced,10,-7.71,5.81
ligand_Maybridge_HitDiscoverCmpd9362_reduced,10,-9.35,7.51
ligand_Maybridge_HitDiscoverCmpd9363_reduced,10,-8.84,7.04
ligand_Maybridge_HitDiscoverCmpd9364_reduced,10,-10.11,6.70
ligand_Maybridge_HitDiscoverCmpd9365_reduced,10,-12.35,7.27
ligand_Maybridge_HitDiscoverCmpd9366_reduced,10,-9.19,6.50
ligand_Maybridge_HitDiscoverCmpd9367_reduced,10,-8.84,7.11
ligand_Maybridge_HitDiscoverCmpd9368_reduced,10,-10.14,6.84
ligand_Maybridge_HitDiscoverCmpd9369_reduced,10,-11.33,6.41
ligand_Maybridge_HitDiscoverCmpd936_reduced,10,-10.22,7.85
ligand_Maybridge_HitDiscoverCmpd9370_reduced,10,-8.31,6.28
ligand_Maybridge_HitDiscoverCmpd9371_reduced,10,-7.86,6.16
ligand_Maybridge_HitDiscoverCmpd9372_reduced,10,-11.32,7.04
ligand_Maybridge_HitDiscoverCmpd9373_reduced,10,-9.28,6.98
ligand_Maybridge_HitDiscoverCmpd9374_reduced,10,-8.81,6.92
ligand_Maybridge_HitDiscoverCmpd9375_reduced,10,-9.48,7.27
ligand_Maybridge_HitDiscoverCmpd9376_reduced,10,-11.03,7.27
ligand_Maybridge_HitDiscoverCmpd9377_reduced,10,-10.49,6.61
ligand_Maybridge_HitDiscoverCmpd9378_reduced,10,-9.58,7.01
ligand_Maybridge_HitDiscoverCmpd9379_reduced,10,-11.92,6.91
ligand_Maybridge_HitDiscoverCmpd937_reduced,10,-10.73,8.24
ligand_Maybridge_HitDiscoverCmpd9380_reduced,10,-10.91,6.59
ligand_Maybridge_HitDiscoverCmpd9381_reduced,10,-8.53,6.31
ligand_Maybridge_HitDiscoverCmpd9382_reduced,10,-9.80,7.12
ligand_Maybridge_HitDiscoverCmpd9383_reduced,10,-8.62,6.25
ligand_Maybridge_HitDiscoverCmpd9384_reduced,10,-8.55,6.92
ligand_Maybridge_HitDiscoverCmpd9385_reduced,10,-9.44,7.20
ligand_Maybridge_HitDiscoverCmpd9386_reduced,10,-10.28,6.91
ligand_Maybridge_HitDiscoverCmpd9387_reduced,10,-8.93,6.37
ligand_Maybridge_HitDiscoverCmpd9388_reduced,10,-8.03,5.72
ligand_Maybridge_HitDiscoverCmpd9389_reduced,10,-8.03,5.53
ligand_Maybridge_HitDiscoverCmpd938_reduced,10,-9.53,6.44
ligand_Maybridge_HitDiscoverCmpd9390_reduced,10,-9.11,7.45
ligand_Maybridge_HitDiscoverCmpd9391_reduced,10,-9.94,6.62
ligand_Maybridge_HitDiscoverCmpd9392_reduced,10,-10.96,6.28
ligand_Maybridge_HitDiscoverCmpd9393_reduced,10,-9.24,6.57
ligand_Maybridge_HitDiscoverCmpd9394_reduced,10,-8.73,7.20
ligand_Maybridge_HitDiscoverCmpd9395_reduced,10,-8.08,6.26
ligand_Maybridge_HitDiscoverCmpd9396_reduced,10,-8.61,6.61
ligand_Maybridge_HitDiscoverCmpd9397_reduced,10,-10.78,6.54
ligand_Maybridge_HitDiscoverCmpd9398_reduced,10,-10.67,6.33
ligand_Maybridge_HitDiscoverCmpd9399_reduced,10,-9.03,6.97
ligand_Maybridge_HitDiscoverCmpd939_reduced,10,-8.01,5.08
ligand_Maybridge_HitDiscoverCmpd93_reduced,10,-8.60,6.17
ligand_Maybridge_HitDiscoverCmpd9400_reduced,10,-10.08,6.30
ligand_Maybridge_HitDiscoverCmpd9401_reduced,10,-8.11,7.17
ligand_Maybridge_HitDiscoverCmpd9402_reduced,10,-9.05,7.49
ligand_Maybridge_HitDiscoverCmpd9403_reduced,10,-8.33,6.00
ligand_Maybridge_HitDiscoverCmpd9404_reduced,10,-9.18,6.89
ligand_Maybridge_HitDiscoverCmpd9405_reduced,10,-12.11,7.95
ligand_Maybridge_HitDiscoverCmpd9406_reduced,10,-11.35,6.61
ligand_Maybridge_HitDiscoverCmpd9407_reduced,10,-10.87,6.72
ligand_Maybridge_HitDiscoverCmpd9408_reduced,10,-10.77,6.56
ligand_Maybridge_HitDiscoverCmpd9409_reduced,10,-11.01,7.33
ligand_Maybridge_HitDiscoverCmpd940_reduced,10,-10.57,7.61
ligand_Maybridge_HitDiscoverCmpd9410_reduced,10,-8.39,8.00
ligand_Maybridge_HitDiscoverCmpd9411_reduced,10,-8.14,6.82
ligand_Maybridge_HitDiscoverCmpd9412_reduced,10,-7.54,7.15
ligand_Maybridge_HitDiscoverCmpd9413_reduced,10,-8.05,6.21
ligand_Maybridge_HitDiscoverCmpd9414_reduced,10,-7.93,6.70
ligand_Maybridge_HitDiscoverCmpd9415_reduced,10,-11.86,7.50
ligand_Maybridge_HitDiscoverCmpd9416_reduced,10,-11.67,7.23
ligand_Maybridge_HitDiscoverCmpd9417_reduced,10,-10.12,7.62
ligand_Maybridge_HitDiscoverCmpd9418_reduced,10,-11.10,6.70
ligand_Maybridge_HitDiscoverCmpd9419_reduced,10,-10.86,7.15
ligand_Maybridge_HitDiscoverCmpd941_reduced,10,-10.77,8.12
ligand_Maybridge_HitDiscoverCmpd9420_reduced,10,-9.62,6.74
ligand_Maybridge_HitDiscoverCmpd9421_reduced,10,-7.17,5.64
ligand_Maybridge_HitDiscoverCmpd9422_reduced,10,-8.16,6.34
ligand_Maybridge_HitDiscoverCmpd9423_reduced,10,-7.00,5.84
ligand_Maybridge_HitDiscoverCmpd9424_reduced,10,-11.81,7.61
ligand_Maybridge_HitDiscoverCmpd9425_reduced,10,-9.99,8.40
ligand_Maybridge_HitDiscoverCmpd9426_reduced,10,-11.98,7.65
ligand_Maybridge_HitDiscoverCmpd9427_reduced,10,-10.53,7.82
ligand_Maybridge_HitDiscoverCmpd9428_reduced,10,-9.08,6.95
ligand_Maybridge_HitDiscoverCmpd9429_reduced,10,-9.41,8.06
ligand_Maybridge_HitDiscoverCmpd942_reduced,10,-9.97,7.78
ligand_Maybridge_HitDiscoverCmpd9430_reduced,10,-10.00,6.76
ligand_Maybridge_HitDiscoverCmpd9431_reduced,10,-11.56,7.99
ligand_Maybridge_HitDiscoverCmpd9432_reduced,10,-7.60,6.40
ligand_Maybridge_HitDiscoverCmpd9433_reduced,10,-7.16,5.52
ligand_Maybridge_HitDiscoverCmpd9434_reduced,10,-9.86,8.10
ligand_Maybridge_HitDiscoverCmpd9435_reduced,10,-8.64,6.84
ligand_Maybridge_HitDiscoverCmpd9436_reduced,10,-12.24,7.80
ligand_Maybridge_HitDiscoverCmpd9437_reduced,10,-10.50,8.58
ligand_Maybridge_HitDiscoverCmpd9438_reduced,10,-11.88,7.89
ligand_Maybridge_HitDiscoverCmpd9439_reduced,10,-7.83,6.07
ligand_Maybridge_HitDiscoverCmpd943_reduced,10,-9.54,7.37
ligand_Maybridge_HitDiscoverCmpd9440_reduced,10,-10.17,7.15
ligand_Maybridge_HitDiscoverCmpd9441_reduced,10,-10.75,8.11
ligand_Maybridge_HitDiscoverCmpd9442_reduced,10,-10.26,7.68
ligand_Maybridge_HitDiscoverCmpd9443_reduced,10,-9.47,6.95
ligand_Maybridge_HitDiscoverCmpd9444_reduced,10,-9.04,8.04
ligand_Maybridge_HitDiscoverCmpd9445_reduced,10,-8.77,6.63
ligand_Maybridge_HitDiscoverCmpd9446_reduced,10,-12.09,8.18
ligand_Maybridge_HitDiscoverCmpd9447_reduced,10,-9.26,6.75
ligand_Maybridge_HitDiscoverCmpd9448_reduced,10,-7.62,5.81
ligand_Maybridge_HitDiscoverCmpd9449_reduced,10,-10.01,6.53
ligand_Maybridge_HitDiscoverCmpd944_reduced,10,-10.45,7.74
ligand_Maybridge_HitDiscoverCmpd9450_reduced,10,-11.96,8.14
ligand_Maybridge_HitDiscoverCmpd9451_reduced,10,-9.94,7.09
ligand_Maybridge_HitDiscoverCmpd9452_reduced,10,-6.91,5.51
ligand_Maybridge_HitDiscoverCmpd9453_reduced,10,-9.80,7.69
ligand_Maybridge_HitDiscoverCmpd9454_reduced,10,-9.92,8.07
ligand_Maybridge_HitDiscoverCmpd9455_reduced,10,-11.48,7.28
ligand_Maybridge_HitDiscoverCmpd9456_reduced,10,-9.29,7.48
ligand_Maybridge_HitDiscoverCmpd9457_reduced,10,-6.47,4.94
ligand_Maybridge_HitDiscoverCmpd9458_reduced,10,-8.91,7.81
ligand_Maybridge_HitDiscoverCmpd9459_reduced,10,-8.80,5.65
ligand_Maybridge_HitDiscoverCmpd945_reduced,10,-9.88,8.08
ligand_Maybridge_HitDiscoverCmpd9460_reduced,10,-11.57,8.31
ligand_Maybridge_HitDiscoverCmpd9461_reduced,10,-8.31,6.73
ligand_Maybridge_HitDiscoverCmpd9462_reduced,10,-8.50,6.66
ligand_Maybridge_HitDiscoverCmpd9463_reduced,10,-9.69,7.35
ligand_Maybridge_HitDiscoverCmpd9464_reduced,10,-9.56,8.33
