Ligand,nConfs,idock score (kcal/mol),RF-Score (pKd)
ligand_Maybridge_HitDiscoverCmpd42032_reduced,10,-13.77,7.47
ligand_Maybridge_HitDiscoverCmpd42033_reduced,10,-9.71,7.81
ligand_Maybridge_HitDiscoverCmpd42034_reduced,10,-9.03,7.51
ligand_Maybridge_HitDiscoverCmpd42035_reduced,10,-8.53,6.83
ligand_Maybridge_HitDiscoverCmpd42036_reduced,10,-11.73,8.58
ligand_Maybridge_HitDiscoverCmpd42037_reduced,10,-9.71,7.33
ligand_Maybridge_HitDiscoverCmpd42038_reduced,10,-7.22,6.73
ligand_Maybridge_HitDiscoverCmpd42039_reduced,10,-7.57,7.71
ligand_Maybridge_HitDiscoverCmpd4203_reduced,10,-11.77,7.03
ligand_Maybridge_HitDiscoverCmpd42040_reduced,10,-8.71,7.76
ligand_Maybridge_HitDiscoverCmpd42041_reduced,10,-10.52,7.57
ligand_Maybridge_HitDiscoverCmpd42042_reduced,10,-11.87,7.42
ligand_Maybridge_HitDiscoverCmpd42043_reduced,10,-8.66,6.58
ligand_Maybridge_HitDiscoverCmpd42044_reduced,10,-8.46,7.18
ligand_Maybridge_HitDiscoverCmpd42045_reduced,10,-10.01,7.60
ligand_Maybridge_HitDiscoverCmpd42046_reduced,10,-6.51,8.09
ligand_Maybridge_HitDiscoverCmpd42047_reduced,10,-11.97,7.94
ligand_Maybridge_HitDiscoverCmpd42048_reduced,10,-10.04,7.81
ligand_Maybridge_HitDiscoverCmpd42049_reduced,10,-12.00,7.97
ligand_Maybridge_HitDiscoverCmpd4204_reduced,10,-10.08,7.29
ligand_Maybridge_HitDiscoverCmpd42050_reduced,10,-8.33,5.69
ligand_Maybridge_HitDiscoverCmpd42051_reduced,10,-10.97,7.40
ligand_Maybridge_HitDiscoverCmpd42052_reduced,10,-12.13,7.42
ligand_Maybridge_HitDiscoverCmpd42053_reduced,10,-9.09,6.95
ligand_Maybridge_HitDiscoverCmpd42054_reduced,10,-9.77,7.28
ligand_Maybridge_HitDiscoverCmpd42055_reduced,10,-9.35,6.99
ligand_Maybridge_HitDiscoverCmpd42056_reduced,10,-7.32,8.03
ligand_Maybridge_HitDiscoverCmpd42057_reduced,10,-12.35,7.82
ligand_Maybridge_HitDiscoverCmpd42058_reduced,10,-9.10,6.83
ligand_Maybridge_HitDiscoverCmpd42059_reduced,10,-10.07,8.05
ligand_Maybridge_HitDiscoverCmpd4205_reduced,10,-10.93,7.12
ligand_Maybridge_HitDiscoverCmpd42060_reduced,10,-8.93,7.27
ligand_Maybridge_HitDiscoverCmpd42061_reduced,10,-9.27,7.63
ligand_Maybridge_HitDiscoverCmpd42062_reduced,10,-12.59,7.94
ligand_Maybridge_HitDiscoverCmpd42063_reduced,10,-12.73,8.39
ligand_Maybridge_HitDiscoverCmpd42064_reduced,10,-8.57,6.86
ligand_Maybridge_HitDiscoverCmpd42065_reduced,10,-9.24,7.02
ligand_Maybridge_HitDiscoverCmpd42066_reduced,10,-6.66,8.31
ligand_Maybridge_HitDiscoverCmpd42067_reduced,10,-9.41,7.10
ligand_Maybridge_HitDiscoverCmpd42068_reduced,10,-10.71,7.11
ligand_Maybridge_HitDiscoverCmpd42069_reduced,10,-9.38,8.59
ligand_Maybridge_HitDiscoverCmpd4206_reduced,10,-10.92,7.27
ligand_Maybridge_HitDiscoverCmpd42070_reduced,10,-10.32,7.54
ligand_Maybridge_HitDiscoverCmpd42071_reduced,10,-10.74,7.64
ligand_Maybridge_HitDiscoverCmpd42072_reduced,10,-11.91,8.34
ligand_Maybridge_HitDiscoverCmpd42073_reduced,10,-6.61,7.07
ligand_Maybridge_HitDiscoverCmpd42074_reduced,10,-8.26,7.10
ligand_Maybridge_HitDiscoverCmpd42075_reduced,10,-9.08,8.10
ligand_Maybridge_HitDiscoverCmpd42076_reduced,10,-7.31,7.76
ligand_Maybridge_HitDiscoverCmpd42077_reduced,10,-10.03,7.53
ligand_Maybridge_HitDiscoverCmpd42078_reduced,10,-8.42,6.54
ligand_Maybridge_HitDiscoverCmpd42079_reduced,10,-10.63,7.65
ligand_Maybridge_HitDiscoverCmpd4207_reduced,10,-8.98,6.33
ligand_Maybridge_HitDiscoverCmpd42080_reduced,10,-11.18,7.93
ligand_Maybridge_HitDiscoverCmpd42081_reduced,10,-10.43,7.64
ligand_Maybridge_HitDiscoverCmpd42082_reduced,10,-10.91,7.36
ligand_Maybridge_HitDiscoverCmpd42083_reduced,10,-8.88,6.62
ligand_Maybridge_HitDiscoverCmpd42084_reduced,10,-9.95,7.55
ligand_Maybridge_HitDiscoverCmpd42085_reduced,10,-8.71,7.83
ligand_Maybridge_HitDiscoverCmpd42086_reduced,10,-8.00,8.34
ligand_Maybridge_HitDiscoverCmpd42087_reduced,10,-11.07,7.77
ligand_Maybridge_HitDiscoverCmpd42088_reduced,10,-9.60,6.19
ligand_Maybridge_HitDiscoverCmpd42089_reduced,10,-6.67,7.19
ligand_Maybridge_HitDiscoverCmpd4208_reduced,10,-8.46,6.44
ligand_Maybridge_HitDiscoverCmpd42090_reduced,10,-9.19,7.31
ligand_Maybridge_HitDiscoverCmpd42091_reduced,10,-10.77,7.75
ligand_Maybridge_HitDiscoverCmpd42092_reduced,10,-9.69,7.82
ligand_Maybridge_HitDiscoverCmpd42093_reduced,10,-8.90,7.14
ligand_Maybridge_HitDiscoverCmpd42094_reduced,10,-8.93,7.17
ligand_Maybridge_HitDiscoverCmpd42095_reduced,10,-8.43,8.57
ligand_Maybridge_HitDiscoverCmpd42096_reduced,10,-9.51,7.48
ligand_Maybridge_HitDiscoverCmpd42097_reduced,10,-11.05,8.48
ligand_Maybridge_HitDiscoverCmpd42098_reduced,10,-11.86,7.40
ligand_Maybridge_HitDiscoverCmpd42099_reduced,10,-10.67,7.80
ligand_Maybridge_HitDiscoverCmpd4209_reduced,10,-8.44,6.80
ligand_Maybridge_HitDiscoverCmpd420_reduced,10,-10.44,7.63
ligand_Maybridge_HitDiscoverCmpd42100_reduced,10,-8.04,7.70
ligand_Maybridge_HitDiscoverCmpd42101_reduced,10,-8.62,6.70
ligand_Maybridge_HitDiscoverCmpd42102_reduced,10,-9.07,7.81
ligand_Maybridge_HitDiscoverCmpd42103_reduced,10,-8.57,8.38
ligand_Maybridge_HitDiscoverCmpd42104_reduced,10,-7.68,6.51
ligand_Maybridge_HitDiscoverCmpd42105_reduced,10,-11.80,8.06
ligand_Maybridge_HitDiscoverCmpd42106_reduced,10,-8.11,8.38
ligand_Maybridge_HitDiscoverCmpd42107_reduced,10,-6.50,6.60
ligand_Maybridge_HitDiscoverCmpd42108_reduced,10,-10.10,7.46
ligand_Maybridge_HitDiscoverCmpd42109_reduced,10,-5.51,7.77
ligand_Maybridge_HitDiscoverCmpd4210_reduced,10,-8.14,6.41
ligand_Maybridge_HitDiscoverCmpd42110_reduced,10,-8.28,7.58
ligand_Maybridge_HitDiscoverCmpd42111_reduced,10,-9.93,7.67
ligand_Maybridge_HitDiscoverCmpd42112_reduced,10,-11.69,7.88
ligand_Maybridge_HitDiscoverCmpd42113_reduced,10,-9.83,6.98
ligand_Maybridge_HitDiscoverCmpd42114_reduced,10,-7.68,7.08
ligand_Maybridge_HitDiscoverCmpd42115_reduced,10,-9.53,7.86
ligand_Maybridge_HitDiscoverCmpd42116_reduced,10,-8.38,7.29
ligand_Maybridge_HitDiscoverCmpd42117_reduced,10,-10.65,7.38
ligand_Maybridge_HitDiscoverCmpd42118_reduced,10,-9.22,6.98
ligand_Maybridge_HitDiscoverCmpd42119_reduced,10,-10.99,7.76
ligand_Maybridge_HitDiscoverCmpd4211_reduced,10,-10.53,7.45
ligand_Maybridge_HitDiscoverCmpd42120_reduced,10,-11.29,7.89
ligand_Maybridge_HitDiscoverCmpd42121_reduced,10,-9.96,6.67
ligand_Maybridge_HitDiscoverCmpd42122_reduced,10,-11.75,7.35
ligand_Maybridge_HitDiscoverCmpd42123_reduced,10,-8.31,6.58
ligand_Maybridge_HitDiscoverCmpd42124_reduced,10,-7.64,5.71
ligand_Maybridge_HitDiscoverCmpd42125_reduced,10,-9.75,7.60
ligand_Maybridge_HitDiscoverCmpd42126_reduced,10,-9.69,6.79
ligand_Maybridge_HitDiscoverCmpd42127_reduced,10,-10.34,7.16
ligand_Maybridge_HitDiscoverCmpd42128_reduced,10,-9.19,7.09
ligand_Maybridge_HitDiscoverCmpd42129_reduced,10,-11.34,7.29
ligand_Maybridge_HitDiscoverCmpd4212_reduced,10,-12.23,8.55
ligand_Maybridge_HitDiscoverCmpd42130_reduced,10,-9.75,7.22
ligand_Maybridge_HitDiscoverCmpd42131_reduced,10,-10.65,6.87
ligand_Maybridge_HitDiscoverCmpd42132_reduced,10,-11.27,7.23
ligand_Maybridge_HitDiscoverCmpd42133_reduced,10,-10.09,7.52
ligand_Maybridge_HitDiscoverCmpd42134_reduced,10,-9.66,6.95
ligand_Maybridge_HitDiscoverCmpd42135_reduced,10,-9.85,8.01
ligand_Maybridge_HitDiscoverCmpd42136_reduced,10,-6.17,6.89
ligand_Maybridge_HitDiscoverCmpd42137_reduced,10,-10.56,7.04
ligand_Maybridge_HitDiscoverCmpd42138_reduced,10,-9.09,7.01
ligand_Maybridge_HitDiscoverCmpd42139_reduced,10,-11.45,7.66
ligand_Maybridge_HitDiscoverCmpd4213_reduced,10,-9.69,7.26
ligand_Maybridge_HitDiscoverCmpd42140_reduced,10,-11.26,7.95
ligand_Maybridge_HitDiscoverCmpd42141_reduced,10,-10.53,6.88
ligand_Maybridge_HitDiscoverCmpd42142_reduced,10,-10.98,7.30
ligand_Maybridge_HitDiscoverCmpd42143_reduced,10,-8.72,7.27
ligand_Maybridge_HitDiscoverCmpd42144_reduced,10,-11.79,7.57
ligand_Maybridge_HitDiscoverCmpd42145_reduced,10,-7.49,6.47
ligand_Maybridge_HitDiscoverCmpd42146_reduced,10,-10.97,7.29
ligand_Maybridge_HitDiscoverCmpd42147_reduced,10,-11.58,7.44
ligand_Maybridge_HitDiscoverCmpd42148_reduced,10,-9.63,7.11
ligand_Maybridge_HitDiscoverCmpd42149_reduced,10,-10.71,7.72
ligand_Maybridge_HitDiscoverCmpd4214_reduced,10,-7.21,6.30
ligand_Maybridge_HitDiscoverCmpd42150_reduced,10,-8.85,7.75
ligand_Maybridge_HitDiscoverCmpd42151_reduced,10,-10.43,6.84
ligand_Maybridge_HitDiscoverCmpd42152_reduced,10,-9.18,6.74
ligand_Maybridge_HitDiscoverCmpd42153_reduced,10,-7.89,7.69
ligand_Maybridge_HitDiscoverCmpd42154_reduced,10,-9.50,7.09
ligand_Maybridge_HitDiscoverCmpd42155_reduced,10,-7.15,7.10
ligand_Maybridge_HitDiscoverCmpd42156_reduced,10,-12.43,7.57
ligand_Maybridge_HitDiscoverCmpd42157_reduced,10,-8.95,6.15
ligand_Maybridge_HitDiscoverCmpd42158_reduced,10,-9.60,7.69
ligand_Maybridge_HitDiscoverCmpd42159_reduced,10,-9.99,7.54
ligand_Maybridge_HitDiscoverCmpd4215_reduced,10,-12.61,7.76
ligand_Maybridge_HitDiscoverCmpd42160_reduced,10,-8.40,8.10
ligand_Maybridge_HitDiscoverCmpd42161_reduced,10,-10.48,6.54
ligand_Maybridge_HitDiscoverCmpd42162_reduced,10,-10.41,7.04
ligand_Maybridge_HitDiscoverCmpd42163_reduced,10,-7.64,6.59
ligand_Maybridge_HitDiscoverCmpd42164_reduced,10,-9.91,7.87
ligand_Maybridge_HitDiscoverCmpd42165_reduced,10,-9.07,7.59
ligand_Maybridge_HitDiscoverCmpd42166_reduced,10,-11.30,7.18
ligand_Maybridge_HitDiscoverCmpd42167_reduced,10,-9.49,7.81
ligand_Maybridge_HitDiscoverCmpd42168_reduced,10,-9.44,7.63
ligand_Maybridge_HitDiscoverCmpd42169_reduced,10,-11.64,8.02
ligand_Maybridge_HitDiscoverCmpd4216_reduced,10,-10.11,7.04
ligand_Maybridge_HitDiscoverCmpd42170_reduced,10,-9.86,7.54
ligand_Maybridge_HitDiscoverCmpd42171_reduced,10,-10.42,6.81
ligand_Maybridge_HitDiscoverCmpd42172_reduced,10,-10.39,7.01
ligand_Maybridge_HitDiscoverCmpd42173_reduced,10,-10.22,7.77
ligand_Maybridge_HitDiscoverCmpd42174_reduced,10,-9.28,8.00
ligand_Maybridge_HitDiscoverCmpd42175_reduced,10,-9.63,7.74
ligand_Maybridge_HitDiscoverCmpd42176_reduced,10,-12.17,7.39
ligand_Maybridge_HitDiscoverCmpd42177_reduced,10,-9.20,7.82
ligand_Maybridge_HitDiscoverCmpd42178_reduced,10,-7.57,5.60
ligand_Maybridge_HitDiscoverCmpd42179_reduced,10,-9.50,6.53
ligand_Maybridge_HitDiscoverCmpd42180_reduced,10,-12.95,7.95
ligand_Maybridge_HitDiscoverCmpd42181_reduced,10,-10.77,6.59
ligand_Maybridge_HitDiscoverCmpd42182_reduced,10,-8.14,7.54
ligand_Maybridge_HitDiscoverCmpd42183_reduced,10,-7.97,7.12
ligand_Maybridge_HitDiscoverCmpd42184_reduced,10,-8.55,7.42
ligand_Maybridge_HitDiscoverCmpd42185_reduced,10,-9.33,7.46
ligand_Maybridge_HitDiscoverCmpd42186_reduced,10,-10.50,6.96
ligand_Maybridge_HitDiscoverCmpd42187_reduced,10,-9.60,7.71
ligand_Maybridge_HitDiscoverCmpd42188_reduced,10,-7.75,5.69
ligand_Maybridge_HitDiscoverCmpd42189_reduced,10,-11.80,7.56
ligand_Maybridge_HitDiscoverCmpd4218_reduced,10,-8.56,6.58
ligand_Maybridge_HitDiscoverCmpd42190_reduced,10,-10.58,7.23
ligand_Maybridge_HitDiscoverCmpd42191_reduced,10,-12.90,8.12
ligand_Maybridge_HitDiscoverCmpd42192_reduced,10,-7.59,6.79
ligand_Maybridge_HitDiscoverCmpd42193_reduced,10,-7.70,5.82
ligand_Maybridge_HitDiscoverCmpd42194_reduced,10,-10.03,7.11
ligand_Maybridge_HitDiscoverCmpd42195_reduced,10,-10.84,7.58
ligand_Maybridge_HitDiscoverCmpd42196_reduced,10,-6.18,5.71
ligand_Maybridge_HitDiscoverCmpd42197_reduced,10,-10.34,6.83
ligand_Maybridge_HitDiscoverCmpd42198_reduced,10,-8.26,7.86
ligand_Maybridge_HitDiscoverCmpd42199_reduced,10,-11.05,7.36
ligand_Maybridge_HitDiscoverCmpd4219_reduced,10,-10.35,7.81
ligand_Maybridge_HitDiscoverCmpd421_reduced,10,-8.56,6.50
ligand_Maybridge_HitDiscoverCmpd42200_reduced,10,-8.49,7.17
ligand_Maybridge_HitDiscoverCmpd42201_reduced,10,-7.44,6.97
ligand_Maybridge_HitDiscoverCmpd42202_reduced,10,-9.87,6.31
ligand_Maybridge_HitDiscoverCmpd42203_reduced,10,-9.31,7.55
ligand_Maybridge_HitDiscoverCmpd42204_reduced,10,-9.81,7.53
ligand_Maybridge_HitDiscoverCmpd42205_reduced,10,-10.94,7.86
ligand_Maybridge_HitDiscoverCmpd42206_reduced,10,-8.04,6.13
ligand_Maybridge_HitDiscoverCmpd42207_reduced,10,-9.79,6.83
ligand_Maybridge_HitDiscoverCmpd42208_reduced,10,-7.81,8.15
ligand_Maybridge_HitDiscoverCmpd42209_reduced,10,-10.29,7.44
ligand_Maybridge_HitDiscoverCmpd4220_reduced,10,-9.72,7.38
ligand_Maybridge_HitDiscoverCmpd42210_reduced,10,-8.49,6.67
ligand_Maybridge_HitDiscoverCmpd42211_reduced,10,-7.75,7.58
ligand_Maybridge_HitDiscoverCmpd42212_reduced,10,-6.74,8.21
ligand_Maybridge_HitDiscoverCmpd42213_reduced,10,-7.18,5.85
ligand_Maybridge_HitDiscoverCmpd42214_reduced,10,-10.15,7.01
ligand_Maybridge_HitDiscoverCmpd42215_reduced,10,-10.76,7.42
ligand_Maybridge_HitDiscoverCmpd42216_reduced,10,-9.25,6.70
ligand_Maybridge_HitDiscoverCmpd42217_reduced,10,-10.02,7.02
ligand_Maybridge_HitDiscoverCmpd42218_reduced,10,-6.77,7.98
ligand_Maybridge_HitDiscoverCmpd42219_reduced,10,-11.59,7.97
ligand_Maybridge_HitDiscoverCmpd4221_reduced,10,-9.14,7.46
ligand_Maybridge_HitDiscoverCmpd42220_reduced,10,-8.12,6.97
ligand_Maybridge_HitDiscoverCmpd42221_reduced,10,-3.76,7.04
ligand_Maybridge_HitDiscoverCmpd42222_reduced,10,-11.29,7.52
ligand_Maybridge_HitDiscoverCmpd42223_reduced,10,-10.04,6.33
ligand_Maybridge_HitDiscoverCmpd42224_reduced,10,-10.04,7.47
ligand_Maybridge_HitDiscoverCmpd42225_reduced,10,-11.15,7.53
ligand_Maybridge_HitDiscoverCmpd42226_reduced,10,-9.89,6.75
ligand_Maybridge_HitDiscoverCmpd42227_reduced,10,-11.87,7.40
ligand_Maybridge_HitDiscoverCmpd42228_reduced,10,-11.26,7.90
ligand_Maybridge_HitDiscoverCmpd42229_reduced,10,-9.47,7.14
ligand_Maybridge_HitDiscoverCmpd4222_reduced,10,-7.90,7.46
ligand_Maybridge_HitDiscoverCmpd42230_reduced,10,-7.93,6.16
ligand_Maybridge_HitDiscoverCmpd42231_reduced,10,-6.69,6.66
ligand_Maybridge_HitDiscoverCmpd42232_reduced,10,-10.00,6.73
ligand_Maybridge_HitDiscoverCmpd42233_reduced,10,-10.31,6.55
ligand_Maybridge_HitDiscoverCmpd42234_reduced,10,-10.45,7.69
ligand_Maybridge_HitDiscoverCmpd42235_reduced,10,-11.59,7.80
ligand_Maybridge_HitDiscoverCmpd42236_reduced,10,-9.72,6.63
ligand_Maybridge_HitDiscoverCmpd42237_reduced,10,-11.32,7.40
ligand_Maybridge_HitDiscoverCmpd42238_reduced,10,-10.23,8.00
ligand_Maybridge_HitDiscoverCmpd42239_reduced,10,-8.42,6.38
ligand_Maybridge_HitDiscoverCmpd4223_reduced,10,-8.68,6.09
ligand_Maybridge_HitDiscoverCmpd42240_reduced,10,-8.49,6.43
ligand_Maybridge_HitDiscoverCmpd42241_reduced,10,-6.11,6.92
ligand_Maybridge_HitDiscoverCmpd42242_reduced,10,-8.15,8.49
ligand_Maybridge_HitDiscoverCmpd42243_reduced,10,-10.01,7.14
ligand_Maybridge_HitDiscoverCmpd42244_reduced,10,-9.73,6.96
ligand_Maybridge_HitDiscoverCmpd42245_reduced,10,-9.93,6.07
ligand_Maybridge_HitDiscoverCmpd42246_reduced,10,-9.93,7.02
ligand_Maybridge_HitDiscoverCmpd42247_reduced,10,-12.09,7.22
ligand_Maybridge_HitDiscoverCmpd42248_reduced,10,-9.46,7.95
ligand_Maybridge_HitDiscoverCmpd42249_reduced,10,-11.32,8.02
ligand_Maybridge_HitDiscoverCmpd4224_reduced,10,-10.03,6.27
ligand_Maybridge_HitDiscoverCmpd42250_reduced,10,-11.95,7.50
ligand_Maybridge_HitDiscoverCmpd42251_reduced,10,-5.58,6.38
ligand_Maybridge_HitDiscoverCmpd42252_reduced,10,-11.95,8.03
ligand_Maybridge_HitDiscoverCmpd42253_reduced,10,-9.43,6.56
ligand_Maybridge_HitDiscoverCmpd42254_reduced,10,-8.97,7.78
ligand_Maybridge_HitDiscoverCmpd42255_reduced,10,-12.60,6.70
ligand_Maybridge_HitDiscoverCmpd42256_reduced,10,-10.55,6.66
ligand_Maybridge_HitDiscoverCmpd42257_reduced,10,-9.60,6.83
ligand_Maybridge_HitDiscoverCmpd42258_reduced,10,-11.39,8.02
ligand_Maybridge_HitDiscoverCmpd42259_reduced,10,-8.71,7.13
ligand_Maybridge_HitDiscoverCmpd4225_reduced,10,-10.42,7.82
ligand_Maybridge_HitDiscoverCmpd42260_reduced,10,-8.15,6.68
ligand_Maybridge_HitDiscoverCmpd42261_reduced,10,-7.92,6.03
ligand_Maybridge_HitDiscoverCmpd42262_reduced,10,-7.12,5.60
ligand_Maybridge_HitDiscoverCmpd42263_reduced,10,-10.00,7.33
ligand_Maybridge_HitDiscoverCmpd42264_reduced,10,-11.45,7.89
ligand_Maybridge_HitDiscoverCmpd42265_reduced,10,-7.68,5.72
ligand_Maybridge_HitDiscoverCmpd42266_reduced,10,-10.36,6.55
ligand_Maybridge_HitDiscoverCmpd42267_reduced,10,-9.93,7.85
ligand_Maybridge_HitDiscoverCmpd42268_reduced,10,-10.98,7.87
ligand_Maybridge_HitDiscoverCmpd42269_reduced,10,-7.66,5.96
ligand_Maybridge_HitDiscoverCmpd4226_reduced,10,-11.22,7.95
ligand_Maybridge_HitDiscoverCmpd42270_reduced,10,-10.32,7.42
ligand_Maybridge_HitDiscoverCmpd42271_reduced,10,-8.98,6.65
ligand_Maybridge_HitDiscoverCmpd42272_reduced,10,-9.41,6.71
ligand_Maybridge_HitDiscoverCmpd42273_reduced,10,-11.09,7.71
ligand_Maybridge_HitDiscoverCmpd42274_reduced,10,-10.66,6.95
ligand_Maybridge_HitDiscoverCmpd42275_reduced,10,-7.10,5.62
ligand_Maybridge_HitDiscoverCmpd42276_reduced,10,-10.46,7.60
ligand_Maybridge_HitDiscoverCmpd42277_reduced,10,-8.96,6.48
ligand_Maybridge_HitDiscoverCmpd42278_reduced,10,-8.11,5.85
ligand_Maybridge_HitDiscoverCmpd4227_reduced,10,-12.88,7.90
ligand_Maybridge_HitDiscoverCmpd42280_reduced,10,-9.93,6.55
ligand_Maybridge_HitDiscoverCmpd42281_reduced,10,-9.61,6.70
ligand_Maybridge_HitDiscoverCmpd42282_reduced,10,-9.86,7.88
ligand_Maybridge_HitDiscoverCmpd42283_reduced,10,-11.38,7.89
ligand_Maybridge_HitDiscoverCmpd42284_reduced,10,-9.16,7.07
ligand_Maybridge_HitDiscoverCmpd42285_reduced,10,-11.83,7.58
ligand_Maybridge_HitDiscoverCmpd42286_reduced,10,-10.76,7.41
ligand_Maybridge_HitDiscoverCmpd42287_reduced,10,-10.91,7.54
ligand_Maybridge_HitDiscoverCmpd42288_reduced,10,-10.03,7.86
ligand_Maybridge_HitDiscoverCmpd42289_reduced,10,-6.83,5.18
ligand_Maybridge_HitDiscoverCmpd4228_reduced,10,-9.66,6.98
ligand_Maybridge_HitDiscoverCmpd42290_reduced,10,-8.89,7.00
ligand_Maybridge_HitDiscoverCmpd42291_reduced,10,-10.58,7.18
ligand_Maybridge_HitDiscoverCmpd42292_reduced,10,-11.48,7.13
ligand_Maybridge_HitDiscoverCmpd42293_reduced,10,-10.66,7.92
ligand_Maybridge_HitDiscoverCmpd42294_reduced,10,-12.01,7.83
ligand_Maybridge_HitDiscoverCmpd42295_reduced,10,-10.27,6.99
ligand_Maybridge_HitDiscoverCmpd42296_reduced,10,-11.19,7.78
ligand_Maybridge_HitDiscoverCmpd42297_reduced,10,-11.07,7.09
ligand_Maybridge_HitDiscoverCmpd42298_reduced,10,-7.47,5.66
ligand_Maybridge_HitDiscoverCmpd42299_reduced,10,-8.52,6.17
ligand_Maybridge_HitDiscoverCmpd4229_reduced,10,-11.21,7.73
ligand_Maybridge_HitDiscoverCmpd422_reduced,10,-9.08,7.07
ligand_Maybridge_HitDiscoverCmpd42300_reduced,10,-9.37,6.67
ligand_Maybridge_HitDiscoverCmpd42301_reduced,10,-7.35,5.56
ligand_Maybridge_HitDiscoverCmpd42302_reduced,10,-11.59,7.73
ligand_Maybridge_HitDiscoverCmpd42303_reduced,10,-9.13,7.10
ligand_Maybridge_HitDiscoverCmpd42304_reduced,10,-9.09,6.99
ligand_Maybridge_HitDiscoverCmpd42305_reduced,10,-10.56,7.41
ligand_Maybridge_HitDiscoverCmpd42306_reduced,10,-10.51,7.02
ligand_Maybridge_HitDiscoverCmpd42307_reduced,10,-8.01,6.59
ligand_Maybridge_HitDiscoverCmpd42308_reduced,10,-8.72,5.83
ligand_Maybridge_HitDiscoverCmpd42309_reduced,10,-6.60,4.67
ligand_Maybridge_HitDiscoverCmpd4230_reduced,10,-11.13,7.50
ligand_Maybridge_HitDiscoverCmpd42310_reduced,10,-8.80,8.03
ligand_Maybridge_HitDiscoverCmpd42311_reduced,10,-9.70,6.33
ligand_Maybridge_HitDiscoverCmpd42312_reduced,10,-13.09,7.87
ligand_Maybridge_HitDiscoverCmpd42313_reduced,10,-8.69,6.95
ligand_Maybridge_HitDiscoverCmpd42314_reduced,10,-8.79,7.21
ligand_Maybridge_HitDiscoverCmpd42315_reduced,10,-10.33,7.15
ligand_Maybridge_HitDiscoverCmpd42316_reduced,10,-11.96,8.15
ligand_Maybridge_HitDiscoverCmpd42317_reduced,10,-10.63,7.31
ligand_Maybridge_HitDiscoverCmpd42318_reduced,10,-11.88,8.01
ligand_Maybridge_HitDiscoverCmpd42319_reduced,10,-9.87,6.61
ligand_Maybridge_HitDiscoverCmpd4231_reduced,10,-10.92,7.68
ligand_Maybridge_HitDiscoverCmpd42320_reduced,10,-8.99,6.16
ligand_Maybridge_HitDiscoverCmpd42321_reduced,10,-11.03,7.92
ligand_Maybridge_HitDiscoverCmpd42322_reduced,10,-8.15,7.01
ligand_Maybridge_HitDiscoverCmpd42323_reduced,10,-9.27,6.94
ligand_Maybridge_HitDiscoverCmpd42324_reduced,10,-9.20,6.39
ligand_Maybridge_HitDiscoverCmpd42325_reduced,10,-10.52,7.40
ligand_Maybridge_HitDiscoverCmpd42326_reduced,10,-11.08,7.28
ligand_Maybridge_HitDiscoverCmpd42327_reduced,10,-10.86,7.71
ligand_Maybridge_HitDiscoverCmpd42328_reduced,10,-9.67,6.56
ligand_Maybridge_HitDiscoverCmpd42329_reduced,10,-9.63,6.50
ligand_Maybridge_HitDiscoverCmpd4232_reduced,10,-9.61,6.87
ligand_Maybridge_HitDiscoverCmpd42330_reduced,10,-11.44,8.52
ligand_Maybridge_HitDiscoverCmpd42331_reduced,10,-11.82,7.86
ligand_Maybridge_HitDiscoverCmpd42332_reduced,10,-11.60,8.12
ligand_Maybridge_HitDiscoverCmpd42333_reduced,10,-6.53,5.23
ligand_Maybridge_HitDiscoverCmpd42334_reduced,10,-9.19,6.68
ligand_Maybridge_HitDiscoverCmpd42335_reduced,10,-10.37,7.59
ligand_Maybridge_HitDiscoverCmpd42336_reduced,10,-10.80,7.15
ligand_Maybridge_HitDiscoverCmpd42338_reduced,10,-10.29,6.47
ligand_Maybridge_HitDiscoverCmpd42339_reduced,10,-8.64,7.01
ligand_Maybridge_HitDiscoverCmpd4233_reduced,10,-9.59,7.31
ligand_Maybridge_HitDiscoverCmpd42340_reduced,10,-10.35,7.56
ligand_Maybridge_HitDiscoverCmpd42341_reduced,10,-10.98,7.05
ligand_Maybridge_HitDiscoverCmpd42342_reduced,10,-10.19,8.01
ligand_Maybridge_HitDiscoverCmpd42343_reduced,10,-12.24,7.79
ligand_Maybridge_HitDiscoverCmpd42344_reduced,10,-12.32,7.92
ligand_Maybridge_HitDiscoverCmpd42345_reduced,10,-10.52,7.13
ligand_Maybridge_HitDiscoverCmpd42346_reduced,10,-6.98,6.06
ligand_Maybridge_HitDiscoverCmpd42348_reduced,10,-11.30,6.80
ligand_Maybridge_HitDiscoverCmpd42349_reduced,10,-9.07,6.08
ligand_Maybridge_HitDiscoverCmpd4234_reduced,10,-11.98,6.76
ligand_Maybridge_HitDiscoverCmpd42350_reduced,10,-12.81,7.73
ligand_Maybridge_HitDiscoverCmpd42351_reduced,10,-10.79,7.35
ligand_Maybridge_HitDiscoverCmpd42352_reduced,10,-9.78,6.36
ligand_Maybridge_HitDiscoverCmpd42353_reduced,10,-10.10,7.75
ligand_Maybridge_HitDiscoverCmpd42354_reduced,10,-7.71,5.91
ligand_Maybridge_HitDiscoverCmpd42355_reduced,10,-8.09,6.00
ligand_Maybridge_HitDiscoverCmpd42356_reduced,10,-10.40,6.89
ligand_Maybridge_HitDiscoverCmpd42357_reduced,10,-8.33,5.93
ligand_Maybridge_HitDiscoverCmpd42358_reduced,10,-10.16,6.47
